station_id,name,lon,lat,elev_m,tzname,state
7S1,Twin Bridges,-112.3026,45.5338,1449.3833,America/Denver,MT
WYS,West Yellowstone,-111.1176389,44.6883889,2026.6,America/Denver,MT
WEY,WEST YELLOWSTONE,-111.1,44.65,2031.0,America/Denver,MT
7S6,White Sulphur Springs,-110.9133,46.5041,1530.5433,America/Denver,MT
OLF,WOLF POINT INTL,-105.57505,48.09452,605.0,America/Denver,MT
ASJ,AHOSKIE_TRI_COU,-77.17,36.3,21.0,America/New_York,NC
VUJ,ALBEMARLE,-80.1508,35.41669,186.0,America/New_York,NC
RHP,ANDREWS-MURPHY_AIRPORT,-83.86304,35.19523,518.0,America/New_York,NC
HBI,ASHEBORO_MUNI_ARPT,-79.89475,35.65453,205.0,America/New_York,NC
GEV,ASHE_COUNTY_ARPT,-81.42,36.43,969.0,America/New_York,NC
AVL,ASHEVILLE_MUNICIPAL_(ASOS),-82.5375,35.43194,661.0,America/New_York,NC
NJM,Bogue Field,-77.0294,34.694,3.163574,America/New_York,NC
BUY,BURLINGTON-ALAMANCE_REG_(ASOS),-79.47489,36.04854,188.0,America/New_York,NC
CLT,Charlotte / Douglas,-80.95431,35.22255,228.0,America/New_York,NC
NKT,CHERRY_POINT_MCAS,-76.88,34.9,9.0,America/New_York,NC
CTZ,CLINTON,-78.36444,34.97556,45.0,America/New_York,NC
CPC,COLUMBUS_CNTY_MUNI_ARPT,-78.71463,34.27529,30.0,America/New_York,NC
JQF,CONCORD,-80.70914,35.38777,210.0,America/New_York,NC
ONX,Currituck,-76.0154444,36.3999444,5.5,America/New_York,NC
2DP,Dare County Gunnery Range,-75.9,35.6667,0.3418498,America/New_York,NC
TQV,Durham - Duke North Heliport,-78.937333,36.0070389,120.0,America/New_York,NC
EDE,EDENTON_NORTHEA,-76.56709,36.02773,6.0,America/New_York,NC
ECG,Elizabeth City,-76.1716,36.2577,2.0,America/New_York,NC
EYF,ELIZABETHTOWN/CURTIS_BROWN_FIELD,-78.58,34.6,40.0,America/New_York,NC
7W6,Engelhard,-75.9552,35.5624,1.2678604,America/New_York,NC
HRJ,ERWIN/HARNETT_COUNTY_ARPT,-78.73361,35.37861,60.0,America/New_York,NC
FAY,Fayetteville,-78.88028,34.99122,56.0,America/New_York,NC
FBG,FORT_BRAGG/SIMMONS,-78.93669,35.13183,74.0,America/New_York,NC
1A5,FRANKLIN,-83.42,35.22,616.0,America/New_York,NC
AKH,GASTONIA_MCPL_(ASOS),-81.15583,35.19667,244.0,America/New_York,NC
GWW,GOLDSBORO-WAYNE_MUNI_ARPT,-77.96493,35.46056,41.0,America/New_York,NC
GSO,GREENSBORO/PIEDMONT_(ASOS),-79.94361,36.0975,270.0,America/New_York,NC
HSE,HATTERAS_(ASOS),-75.6225,35.23222,3.0,America/New_York,NC
HNZ,HENDERSON-OXFORD_ARPT,-78.53,36.36,161.0,America/New_York,NC
HKY,HICKORY_REGIONAL_(ASOS),-81.38955,35.74115,362.0,America/New_York,NC
OAJ,JACKSONVILLE_(AWOS),-77.61214,34.82916,29.0,America/New_York,NC
NR02,Jordan Field,-79.9956,35.2378,183.0,America/New_York,NC
DPL,KENANSVILLE/DUPLIN_COUNTY,-77.98,35.0,42.0,America/New_York,NC
FFA,KILL_DEVIL_HILLS,-75.67,36.02,4.0,America/New_York,NC
ISO,KINSTON/STALLINGS,-77.61,35.33,29.0,America/New_York,NC
MEB,LAURINBURG-MAXTON_ARPT_(ASOS),-79.36583,34.79194,67.0,America/New_York,NC
EXX,LEXINGTON_DAVIDSON_COUNTY_AIRP,-80.30378,35.78114,223.0,America/New_York,NC
IPJ,LINCOLNTON,-81.16125,35.48333,267.0,America/New_York,NC
LHZ,LOUISBURG/FRANKLIN_CNTY_ARPT,-78.33028,36.02333,113.0,America/New_York,NC
LBT,Lumberton,-79.06,34.61,38.0,America/New_York,NC
HFF,MACKALL_AAF,-79.4974,35.03666,115.0,America/New_York,NC
MQI,MANTEO/DARE_CO_RGNL,-75.69554,35.91898,4.0,America/New_York,NC
EQY,MONROE_AIRPORT_(ASOS),-80.62056,35.01694,207.0,America/New_York,NC
MRN,MORGANTON-LENOIR_AIRPORT,-81.61,35.82,387.0,America/New_York,NC
MWK,MOUNT_AIRY/SURRY_COUNTY_APRT,-80.55,36.46,380.0,America/New_York,NC
W40,Mount Olive,-78.0375,35.2225,51.0,America/New_York,NC
EWN,NEW_BERN/CRAVEN_CO_(ASOS),-77.04722,35.0675,6.0,America/New_York,NC
NCA,NEW_RIVER_MCAS,-77.43966,34.70842,8.0,America/New_York,NC
UKF,NORTH_WILKESBORO/WILKES_CNTY,-81.09834,36.22284,396.0,America/New_York,NC
NBT,Piney Island,-76.4625,35.0222,5.0,America/New_York,NC
PGV,PITT-GREENVILLE_APRT,-77.38531,35.63525,8.0,America/New_York,NC
POB,POPE_AFB,-79.01447,35.17088,66.0,America/New_York,NC
RDU,Raleigh / Durham,-78.7819,35.8922,117.95659,America/New_York,NC
SIF,Reidsville,-79.8510111,36.4372222,211.0,America/New_York,NC
IXA,Roanoke Rapids,-77.6352306,36.3297917,44.0,America/New_York,NC
RZZ,ROANOKE_RAPIDS_(ASOS),-77.71,36.44,77.0,America/New_York,NC
RCZ,ROCKINGHAM,-79.76,34.89,109.0,America/New_York,NC
RWI,ROCKY_MOUNT-WILSON_(ASOS),-77.89193,35.85625,48.0,America/New_York,NC
RUQ,ROWAN_COUNTY_AIRPORT,-80.52029,35.64589,236.0,America/New_York,NC
TDF,ROXBORO,-78.98423,36.28489,186.0,America/New_York,NC
FQD,RUTHERFORDTON,-81.93508,35.42822,329.0,America/New_York,NC
TTA,Sanford - Lee County,-79.1034,35.5764,73.0,America/New_York,NC
GSB,SEYMOUR-JOHNSON_AFB,-77.96059,35.33938,33.0,America/New_York,NC
EHO,SHELBY_MUNI_ARPT,-81.60111,35.25556,258.0,America/New_York,NC
SCR,Siler City,-79.5043,35.7043,180.53482,America/New_York,NC
5W8,Silver City,-79.5040306,35.7044639,183.00014,America/New_York,NC
JNX,SMITHFIELD,-78.39033,35.54094,50.0,America/New_York,NC
MRH,SMITH_FIELD/BEAUFORT_(ASOS),-76.6606,34.73355,3.0,America/New_York,NC
SOP,SOUTHERN_PINES_AWOS,-79.39111,35.23722,141.0,America/New_York,NC
SUT,SOUTHPORT/BRUNSWICK,-78.07472,33.92917,8.0,America/New_York,NC
SVH,STATESVILLE,-80.9539,35.765,294.0,America/New_York,NC
24A,Sylva,-83.2071,35.3159,851.58276,America/New_York,NC
ETC,Tarboro,-77.5465,35.9373,15.0,America/New_York,NC
AFP,Wadesboro,-80.0771111,35.0206389,91.4,America/New_York,NC
ACZ,Wallace,-78.0036,34.7179,10.0,America/New_York,NC
OCW,WASHINGTON/WARREN_FIELD_APRT,-77.05,35.57,12.0,America/New_York,NC
TNB,WATAUGA_CNTY_HOSP_HELIP,-81.65,36.2,959.0,America/New_York,NC
IGX,WILLIAMS_AIRPORT_(ASOS),-79.06417,35.93333,155.0,America/New_York,NC
MCZ,Williamston,-77.1782,35.8622,22.0,America/New_York,NC
ILM,Wilmington Intl,-77.9,34.27,10.0,America/New_York,NC
INT,WINSTON-SALEM/SMITH_(ASOS),-80.222,36.13372,296.0,America/New_York,NC
20U,Beach Beach,-103.9821,46.9252,840.0,America/Denver,ND
BIS,BISMARCK,-100.74575,46.77272,506.0,America/Chicago,ND
D09,Bottineau,-100.4173,48.83047,509.0,America/Chicago,ND
BWW,Bowman,-103.3007,46.1655,894.69574,America/Denver,ND
BPP,Bowman,-103.4280806,46.1869911,901.6,America/Denver,ND
9D7,Cando,-99.2364,48.48,451.0,America/Chicago,ND
46D,Carrington,-99.1513333,47.4511111,489.8,America/Chicago,ND
2C8,Cavalier,-97.632,48.7837,272.0,America/Chicago,ND
D50,Crosby,-103.2973,48.9285,594.0,America/Chicago,ND
DVL,DEVILS_LAKE,-98.90833,48.11458,443.0,America/Chicago,ND
DIK,DICKINSON,-102.80186,46.79733,789.0,America/Denver,ND
1EN,Echo (ryder),-101.67,47.75,640.0,America/Chicago,ND
FAR,FARGO,-96.81111,46.92528,274.0,America/Chicago,ND
N60,GARRISON,-101.43944,47.64583,587.0,America/Chicago,ND
D57,Glen Ullin,-101.8602,46.8128,633.1421,America/North_Dakota/New_Salem,ND
GAF,Grafton,-97.3709,48.4047,251.0,America/Chicago,ND
GFK,GRAND_FORKS,-97.17611,47.94925,257.0,America/Chicago,ND
RDR,GRAND_FORKS_AFB,-97.40119,47.9611,278.0,America/Chicago,ND
GWR,Gwinner,-97.6435,46.2187,385.0,America/Chicago,ND
5H4,Harvey,-99.93175,47.7912222,489.0,America/Chicago,ND
HZE,Hazen,-101.581,47.2899,552.0,America/North_Dakota/Beulah,ND
HEI,HETTINGER,-102.65597,46.01494,828.0,America/Denver,ND
JMS,JAMESTOWN,-98.68,46.93,457.0,America/Chicago,ND
1JN,Juliet,-101.89,48.41,672.0,America/Chicago,ND
9Y1,Killdeer,-102.770741,47.3927913,687.0,America/Denver,ND
D55,Langdon,-98.3937,48.7531,490.0,America/Chicago,ND
P67,LIDGERWOOD (RAMO,-97.15,46.1,351.0,America/Chicago,ND
1LN,Lima,-102.27,48.79,598.0,America/Chicago,ND
7L2,Linton,-100.2456,46.2206,541.0,America/Chicago,ND
Y19,Mandam,-100.8944,46.768,592.0,America/North_Dakota/New_Salem,ND
MIB,MINOT_AFB,-101.35804,48.41577,508.0,America/Chicago,ND
MOT,MINOT_INTL,-101.28033,48.25938,523.0,America/Chicago,ND
2D5,Oakes,-98.0798898,46.1731151,407.0,America/Chicago,ND
1ON,Oscar,-101.28,48.82,464.0,America/Chicago,ND
S32,Rands,-98.1059,47.4228,434.0,America/Chicago,ND
06D,Rolla,-99.6208,48.8844,555.0,America/Chicago,ND
RUG,Rugby,-100.0243,48.3904,471.0,America/Chicago,ND
08D,Stanley,-102.4064,48.3008,682.0,America/Chicago,ND
D60,Tioga,-102.8974,48.3803,690.0,America/Chicago,ND
BAC,Valley City,-98.0180182,46.9411851,427.3,America/Chicago,ND
BWP,Wahpeton,-96.6073608,46.2441086,294.7,America/Chicago,ND
96D,Walhalla,-97.9028,48.9406,287.0,America/Chicago,ND
S25,Watford,-103.2552,47.7966,642.0,America/Chicago,ND
ISN,WILLISTON,-103.6366,48.1738,581.0,America/Chicago,ND
XWA,Williston Basin,-103.7505,48.259722,710.85144,America/Chicago,ND
ANW,AINSWORTH MUNICI,-99.99297,42.57923,787.1129,America/Chicago,NE
BVN,Albion,-98.05576,41.72858,545.3605,America/Chicago,NE
AIA,ALLIANCE,-102.8,42.05722,1195.584,America/Denver,NE
AUH,AURORA,-97.99456,40.89414,546.414,America/Chicago,NE
BIE,BEATRICE MUNICIP,-96.75411,40.30128,398.8704,America/Chicago,NE
BTA,Blair,-96.10897,41.41481,396.51245,America/Chicago,NE
BBW,BROKEN BOW MUNI,-99.63853,41.43655,769.2679,America/Chicago,NE
CSB,Cambridge,-100.162,40.307,735.0,America/Chicago,NE
CDR,CHADRON,-103.09539,42.83756,999.0307,America/Denver,NE
OLU,COLUMBUS MUNI,-97.34264,41.448,438.3929,America/Chicago,NE
CZD,COZAD,-100.00425,40.86959,760.59845,America/Chicago,NE
FNB,FALLS CITY/BRENN,-95.59199,40.07879,303.68607,America/Chicago,NE
FET,FREMONT MUNI ARP,-96.52,41.45,362.0027,America/Chicago,NE
GRN,Gordon,-102.1753,42.806,1079.0,America/Denver,NE
GRI,GRAND ISLAND,-98.30964,40.96754,563.4602,America/Chicago,NE
GGF,Grant,-101.7329,40.8695,1043.0,America/Denver,NE
1HW,Gurley,-102.828892,41.32513,1261.6797,America/Denver,NE
1CW,Harrisburg,-103.6706,41.59002,1340.3248,America/Denver,NE
HSI,HASTINGS,-98.42789,40.60525,591.8408,America/Chicago,NE
HJH,Hebron,-97.5869722,40.15225,444.53418,America/Chicago,NE
HDE,HOLDREGE/BREWSTR,-99.33648,40.45209,706.7284,America/Chicago,NE
IML,IMPERIAL MUNICIP,-101.62015,40.51033,995.0,America/Denver,NE
EAR,KEARNEY MUNI,-99.00678,40.72703,649.639,America/Chicago,NE
IBM,Kimball,-103.6773889,41.1880556,1497.1047,America/Denver,NE
LXN,LEXINGTON,-99.77591,40.79042,730.4185,America/Chicago,NE
LNK,Lincoln,-96.763275,40.831178,352.0,America/Chicago,NE
1BW,Long Springs,-103.995,41.51175,1602.9132,America/Denver,NE
MCK,MCCOOK,-100.59208,40.20628,781.9591,America/Chicago,NE
MLE,MILLARD,-96.112,41.196,322.07217,America/Chicago,NE
AFK,NEBRASKA CITY,-95.86569,40.60689,351.55832,America/Chicago,NE
4V9,Neligh,-98.039777,42.11225,530.0,America/Chicago,NE
OFK,NORFOLK,-97.43511,41.98546,467.5179,America/Chicago,NE
LBF,North Platte,-100.66896,41.12191,843.90845,America/Chicago,NE
OFF,OFFUTT AFB/BELLE,-95.91251,41.11833,298.65878,America/Chicago,NE
OGA,OGALLALA,-101.76969,41.11947,992.2767,America/Denver,NE
OMA,OMAHA/EPPLEY,-95.89917,41.31028,295.66733,America/Chicago,NE
ONL,O NEILL,-98.68806,42.46972,616.82635,America/Chicago,NE
ODX,ORD/SHARP FIELD,-98.95167,41.62361,628.4149,America/Chicago,NE
PMV,Plattsmouth,-95.9178889,40.95025,365.22882,America/Chicago,NE
BFF,SCOTTSBLUFF,-103.59564,41.87403,1203.4902,America/Denver,NE
SNY,SIDNEY,-102.98472,41.10139,1303.8397,America/Denver,NE
TQE,TEKAMAH,-96.17794,41.76353,308.65692,America/Chicago,NE
TIF,Thedford,-100.56901,41.96217,887.2954,America/Chicago,NE
VTN,VALENTINE,-100.54894,42.85669,789.2385,America/Chicago,NE
AHQ,Wahoo,-96.594555,41.2406081,370.21875,America/Chicago,NE
LCG,Wayne,-96.9814167,42.2418889,432.5637,America/Chicago,NE
JYR,York,-97.6227778,40.89675,504.6396,America/Chicago,NE
BML,BERLIN MUNICIPAL,-71.17861,44.57611,353.0,America/New_York,NH
CON,CONCORD MUNICIPAL,-71.50111,43.19528,105.0,America/New_York,NH
AFN,JAFFREY MUNICIPAL,-72.00302,42.80513,317.0,America/New_York,NH
EEN,KEENE/DILLANT(AWOS),-72.27,42.9,149.0,America/New_York,NH
LCI,Laconia,-71.42154495,43.57348238,161.98643,America/New_York,NH
LEB,LEBANON MUNICIPAL,-72.30419,43.62611,182.0,America/New_York,NH
MHT,MANCHESTER AIRPARK,-71.43575,42.93281,71.0,America/New_York,NH
MWN,Mount Washington,-71.3035,44.2708,1910.0,America/New_York,NH
ASH,NASHUA/BOIRE FIELD,-71.51478,42.78175,61.0,America/New_York,NH
PSM,PEASE AFB/PORTSMOUT,-70.82328,43.07794,31.0,America/New_York,NH
1P1,Plymouth,-71.7536906,43.7792381,153.9,America/New_York,NH
DAW,ROCHESTER (WAS 6B1),-70.92,43.28,104.0,America/New_York,NH
HIE,Whitefield,-71.55216794,44.36594415,319.0,America/New_York,NH
12N,ANDOVER/AEROFLEX-ANDOVER AIRPORT,-74.73667,41.00889,178.0,America/New_York,NJ
ACY,ATLANTIC CITY INTL,-74.57717,39.45758,20.0,America/New_York,NJ
BLM,BELMAR-FARMDALE,-74.13,40.18,48.0,America/New_York,NJ
CDW,CALDWELL/ESSEX CO.,-74.28306,40.87639,53.0,America/New_York,NJ
NEL,LAKEHURST NAS,-74.35361,40.03338,31.0,America/New_York,NJ
LDJ,Linden,-74.2445942,40.6174472,7.0,America/New_York,NJ
WRI,MCGUIRE AFB,-74.59171,40.01558,41.0,America/New_York,NJ
MIV,MILLVILLE MUNICIPAL,-75.07833,39.36611,25.0,America/New_York,NJ
MMU,MORRISTOWN MUNI,-74.41487,40.79935,57.0,America/New_York,NJ
EWR,Newark Intl,-74.16932,40.68272,2.0,America/New_York,NJ
N40,Pittstown,-74.9877,40.57648,147.0,America/New_York,NJ
SMQ,Somerville,-74.66944,40.62389,32.0,America/New_York,NJ
VAY,SOUTH JERSEY REGIONAL AIRPORT,-74.84572,39.94289,16.0,America/New_York,NJ
FWN,SUSSEX_AIRPORT,-74.62305,41.20021,128.0,America/New_York,NJ
TEB,TETERBORO AIRPORT,-74.05616,40.85899,3.0,America/New_York,NJ
MJX,Toms River,-74.2923792,39.9274981,25.0,America/New_York,NJ
TTN,TRENTON/MERCER CO.,-74.81588,40.27682,65.0,America/New_York,NJ
WWD,WILDWOOD(AWOS),-74.90827,39.00851,7.0,America/New_York,NJ
ALM,ALAMOGORDO-WHITE,-105.99058,32.83994,1279.0,America/Denver,NM
AEG,ALBUQUERQUE/DOUBLE EAGLE II APT,-106.79517,35.14517,1779.0,America/Denver,NM
ABQ,ALBUQUERQUE INTL,-106.6155,35.0419,1620.0,America/Denver,NM
E80,Alexander,-106.8337,34.6452,1583.0,America/Denver,NM
AXX,Angel Fire,-105.289905,36.4220003,2554.0,America/Denver,NM
ATS,ARTESIA,-104.46769,32.85253,1081.0,America/Denver,NM
BRG,Belen,-106.836,34.646,1576.069,America/Denver,NM
CVS,CANNON AFB/CLOVIS,-103.32218,34.38285,1309.0,America/Denver,NM
CNM,CARLSBAD/CAVERN CTY,-104.26328,32.33747,1004.0,America/Denver,NM
E33,CHAMA,-106.58333,36.9,2393.0,America/Denver,NM
CAO,Clayton,-103.1539,36.4486,1515.0,America/Denver,NM
CQC,CLINES CORNERS,-105.66278,35.00278,2160.0,America/Denver,NM
CVN,Clovis Muni,-103.07928,34.42514,1284.0,America/Denver,NM
4CR,CORONA/LINCOLN,-105.68,34.1,1981.0,America/Denver,NM
DMN,DEMING MUNICIPAL,-107.72064,32.26231,1313.0,America/Denver,NM
5T6,DONA ANA COUNTY AT SANTA TERESA,-106.70481,31.88099,1253.0,America/Denver,NM
FMN,FARMINGTON REGIONAL,-108.22917,36.74361,1677.0,America/Denver,NM
GUP,GALLUP MUNI/CLARKE,-108.78931,35.51106,1972.0,America/Denver,NM
GNT,GRANTS-MILAN MUNI,-107.90206,35.16728,1987.0,America/Denver,NM
HBB,Hobbs,-103.2167,32.7667,1130.0,America/Denver,NM
HOB,HOBBS/LEA CO.,-103.21703,32.68753,1115.0,America/Denver,NM
HMN,HOLLOMAN AFB,-106.10854,32.85186,1248.0,America/Denver,NM
LRU,LAS CRUCES INTL,-106.92197,32.28942,1358.0,America/Denver,NM
LVS,LAS VEGAS MUNICIPAL,-105.14239,35.65422,2095.0,America/Denver,NM
LSB,Lordsburg,-108.6917389,32.3334639,1302.6345,America/Denver,NM
LAM,LOS ALAMOS,-106.26942,35.8798,2179.0,America/Denver,NM
M63,McGregor Range Base Camp,-106.15,32.07,1250.2603,America/Denver,NM
4MR,Melrose Gunary Ran,-103.8,34.3,1326.0,America/Denver,NM
0E0,Moriarty,-106.00947,34.98561,1889.0,America/Denver,NM
4MY,MORIARTY,-106.05,34.98333,1890.0,America/Denver,NM
N24,Questa,-105.6,36.8,2333.0,America/Denver,NM
RTN,RATON/CREWS FLD,-104.50218,36.74153,1935.0,America/Denver,NM
ROW,ROSWELL/INDUSTRIAL,-104.53,33.3,1118.0,America/Denver,NM
SRR,RUIDOSO REGIONAL,-105.53475,33.46285,2076.0,America/Denver,NM
SAF,SANTA FE CO. MUNI,-106.08942,35.61711,1934.0,America/Denver,NM
SXU,Santa Rosa,-104.6426,34.9357,1453.134,America/Denver,NM
DNA,Santa Teresa,-106.70325,31.8804444,1249.1587,America/Denver,NM
SVC,SILVER CITY/GRANT,-108.15639,32.63655,1659.0,America/Denver,NM
ONM,Socorro,-106.9031389,34.0224722,1485.9,America/Denver,NM
SKX,TAOS MUNI APT(AWOS),-105.67242,36.45817,2161.0,America/Denver,NM
4SL,TORREON,-107.18333,35.8,2106.0,America/Denver,NM
TCS,TRUTH OR CONSEQUENC,-107.26806,33.23667,1481.0,America/Denver,NM
TCC,TUCUMCARI MUNICIPAL,-103.60319,35.18278,1239.0,America/Denver,NM
XNI,Zuni,-108.93,35.0606,1940.0,America/Denver,NM
TMT,Austin,-117.1971,39.4643,1749.3367,America/Los_Angeles,NV
U31,AUSTIN,-117.08333,39.5,2014.0,America/Los_Angeles,NV
BAM,Battle Mountain,-116.8743,40.599,1382.3567,America/Los_Angeles,NV
B23,BATTLE MOUNTAIN,-116.86667,40.6,1381.0,America/Los_Angeles,NV
BVU,Boulder City,-114.8610967,35.9474803,671.0,America/Los_Angeles,NV
P38,Caliente,-114.52639,37.61222,1335.0,America/Los_Angeles,NV
CXP,Carson City,-119.7326,39.1923,1431.0,America/Los_Angeles,NV
EKO,ELKO,-115.78601,40.8242,1367.0,America/Los_Angeles,NV
ELY,ELY/YELLAND FLD,-114.84528,39.295,1909.0,America/Los_Angeles,NV
05U,Eureka,-116.0051,39.6042,1811.2307,America/Los_Angeles,NV
P68,EUREKA (RAMOS),-116.00556,39.60139,1993.0,America/Los_Angeles,NV
NFL,FALLON NAS,-118.70098,39.41658,1199.0,America/Los_Angeles,NV
HTH,Hawthorne,-118.6315,38.5448,1282.8909,America/Los_Angeles,NV
HND,Henderson,-115.13444,35.97286,742.7949,America/Los_Angeles,NV
INS,INDIAN SPRINGS,-115.67335,36.58718,955.0,America/Los_Angeles,NV
LAS,Las Vegas - Harry Reid Intl,-115.1634,36.0719,663.0,America/Los_Angeles,NV
LOL,Lovelock / Derby Field,-118.57008381,40.06842982,1192.4348,America/Los_Angeles,NV
DRA,MERCURY/DESERT ROCK,-116.0278,36.6206,1009.0,America/Los_Angeles,NV
MEV,Miden - Tahoe,-119.75,38.9963,1441.416,America/Los_Angeles,NV
LSV,NELLIS AFB,-115.03425,36.2362,570.0,America/Los_Angeles,NV
VGT,North Las Vegas,-115.19327,36.211082,667.0,America/Los_Angeles,NV
10U,Owyhee,-116.1876,41.9532,1637.0,America/Los_Angeles,NV
RTS,Reno,-119.8764,39.6682,1539.0,America/Los_Angeles,NV
RNO,Reno - Tahoe,-119.77111,39.48389,1345.0,America/Los_Angeles,NV
TPH,TONOPAH AIRPORT,-117.09043,38.05052,1654.0,America/Los_Angeles,NV
BJN,TONOPAH RANGE74,-116.26416,37.61421,1756.0,America/Los_Angeles,NV
9BB,WELLS,-114.96667,41.11667,1723.0,America/Los_Angeles,NV
AWH,WILDHORSE RES/ELKO,-115.784,41.666,1902.0,America/Los_Angeles,NV
WMC,WINNEMUCCA MUNI,-117.80722,40.90194,1315.0,America/Los_Angeles,NV
ALB,ALBANY COUNTY ARPT,-73.80361,42.75757,89.0,America/New_York,NY
GVQ,Batavia,-78.1675,43.0317,275.45084,America/New_York,NY
BGM,BINGHAMTON/BROOME,-75.97972,42.20856,497.0,America/New_York,NY
HWV,BROOKHAVEN AIRPORT/SHIRLEY,-72.86889,40.82167,25.0,America/New_York,NY
BUF,BUFFALO INTL ARPT,-78.7358,42.9408,215.0,America/New_York,NY
IUA,Canandaigua,-77.325226,42.9089019,244.59789,America/New_York,NY
N03,Cortland,-76.21736763,42.59290014,356.6352,America/New_York,NY
DSV,DANSVILLE MUNICIPAL,-77.71305,42.5709,209.0,America/New_York,NY
DKK,DUNKIRK AIRPORT,-79.27204,42.49334,203.0,America/New_York,NY
JPX,East Hampton,-72.25167,40.9594167,11.0,America/New_York,NY
HTO,EAST HAMPTON,-72.25,40.96,17.0,America/New_York,NY
ELM,Elmira / Corning,-76.89935488,42.15713124,287.12537,America/New_York,NY
FRG,FARMINGDALE/REPUBLC,-73.41341,40.72878,25.0,America/New_York,NY
GTB,FORT DRUM/WHEELER,-75.71946,44.05562,207.0,America/New_York,NY
GFL,GLEN FALLS/WARREN,-73.61031,43.34122,100.0,America/New_York,NY
RME,Griffiss AFB / Rome,-75.3952712,43.22386641,143.61661,America/New_York,NY
VGC,Hamilton,-75.5612,42.8434,342.82568,America/New_York,NY
ISP,ISLIP/MACARTHUR,-73.10167,40.79389,30.0,America/New_York,NY
ITH,Ithaca,-76.4584444,42.4910278,335.0,America/New_York,NY
JHW,JAMESTOWN (AWOS),-79.25803,42.15339,525.0,America/New_York,NY
NY0,Johnstown,-74.3296,42.9982,263.0099,America/New_York,NY
LKP,Lake Placid,-73.9618,44.264477,531.0,America/New_York,NY
JRB,Manhattan - Wall Street,-74.009,40.7012,0.0,America/New_York,NY
MSS,Massena - Richards,-74.848,44.9334,61.0,America/New_York,NY
MTP,MONTAUK AIRPORT,-71.92333,41.07306,6.0,America/New_York,NY
MSV,Monticello,-74.79503,41.70164,428.0,America/New_York,NY
SWF,NEWBURGH/STEWART,-74.10483,41.50411,150.0,America/New_York,NY
NYC,NEW YORK CITY,-73.96925,40.779,27.0,America/New_York,NY
JFK,NEW YORK/JF KENNEDY,-73.76222,40.63861,7.0,America/New_York,NY
LGA,New York/LaGuardia,-73.88028,40.77945,9.0,America/New_York,NY
IAG,NIAGARA FALLS INTL,-78.94619,43.10733,180.0,America/New_York,NY
OIC,Norwich,-75.5241,42.5666,306.802,America/New_York,NY
OGS,OGDENSBURG INTL,-75.4655,44.68186,91.0,America/New_York,NY
OLE,Olean,-78.3713889,42.24125,649.31976,America/New_York,NY
MGJ,ORANGE COUNTY AIRPORT,-74.265,41.50917,111.0,America/New_York,NY
FZY,Oswego County,-76.38313481,43.35039485,141.82646,America/New_York,NY
PEO,Penn Yan,-77.05285797,42.64407136,267.0,America/New_York,NY
PBG,Plattsburgh AFB,-73.46236789,44.63817704,46.954082,America/New_York,NY
PLB,PLATTSBURGH/CLINTON,-73.52452,44.68752,113.0,America/New_York,NY
PTD,Potsdam,-74.94685505,44.67570821,140.47034,America/New_York,NY
POU,POUGHKEEPSIE,-73.88419,41.62658,51.0,America/New_York,NY
ROC,ROCHESTER/MONROE CO,-77.6767,43.1167,169.0,America/New_York,NY
SLK,SARANAC LAKE/ADIRON,-74.20619,44.38531,507.0,America/New_York,NY
SCH,SCHENECTADY AIRPORT,-73.93,42.85,115.0,America/New_York,NY
6B9,Skaneateles,-76.4408,42.914,304.32452,America/New_York,NY
XNT,Springville - Bertrand Chaffee,-78.6580811,42.508395,423.819,America/New_York,NY
SYR,SYRACUSE/HANCOCK,-76.10631,43.11119,124.0,America/New_York,NY
UCA,UTICA/ONEIDA CO.,-75.38386,43.14511,226.0,America/New_York,NY
ART,WATERTOWN INTL ARPT,-76.0262,43.98883,99.0,America/New_York,NY
ELZ,Wellsville Municipal,-77.9842252,42.1077634,639.0,America/New_York,NY
FOK,WESTHAMPTON BEACH,-72.63179,40.84365,20.0,America/New_York,NY
HPN,WHITE PLAINS,-73.7075,41.06694,134.0,America/New_York,NY
SDC,Williamson,-77.1195,43.2346,127.86328,America/New_York,NY
AKR,Akron,-81.4669167,41.0375,325.0,America/New_York,OH
CAK,Akron / Canton,-81.4422,40.9161,374.0,America/New_York,OH
UNI,Albany,-82.2292537,39.2118914,233.5,America/New_York,OH
HZY,ASHTABULA,-80.69551,41.77797,276.0,America/New_York,OH
I69,Batavia,-84.2102,39.0784,252.27235,America/New_York,OH
EDJ,Bellefontaine,-83.81925,40.3722778,342.0,America/New_York,OH
TZR,BOLTON FIELD AIR,-83.13691,39.90117,276.0,America/New_York,OH
CDI,Cambridge,-81.5776,39.975,241.53487,America/New_York,OH
RZT,Chillicothe,-83.0231,39.4404,214.95998,America/New_York,OH
LUK,CINCINNAT/LUNKEN,-84.41861,39.10333,155.0,America/New_York,OH
CLE,CLEVELAND,-81.85278,41.405,233.0,America/New_York,OH
BKL,Cleveland Burke Lakefront,-81.6833,41.5175,178.0,America/New_York,OH
CGF,Cleveland - Cuyahoga County,-81.48636,41.56511,263.0,America/New_York,OH
CMH,COLUMBUS,-82.88083,39.99139,247.0,America/New_York,OH
OSU,COLUMBUS/ST UNIV,-83.08,40.08,280.0,America/New_York,OH
I40,Coshocton,-81.85,40.31,304.0,America/New_York,OH
